source_file,raw_text
Sparta Day 3 July 2019.txt,"Wednesday 3 July 2019
London Academy

BRUNHILDE ZELLICK -  Psychometrics: 58/100, Presentation: 26/32
NATASSIA PAWLE -  Psychometrics: 54/100, Presentation: 19/32
KASS CASTELLAN -  Psychometrics: 52/100, Presentation: 17/32
CHADD KLAMPT -  Psychometrics: 55/100, Presentation: 24/32
ABEU KNIGHTSBRIDGE -  Psychometrics: 65/100, Presentation: 13/32
TODDIE RUBANENKO -  Psychometrics: 54/100, Presentation: 16/32
SIBYL GILARDI -  Psychometrics: 59/100, Presentation: 23/32
HAYWOOD TEAGER -  Psychometrics: 54/100, Presentation: 25/32
IOSEP IDLE -  Psychometrics: 56/100, Presentation: 18/32
IVIE SHAUDFURTH -  Psychometrics: 49/100, Presentation: 28/32
COLLETE CAUSBEY -  Psychometrics: 61/100, Presentation: 19/32
LOWRANCE BRACH -  Psychometrics: 48/100, Presentation: 18/32
WENDEL DARGIE -  Psychometrics: 49/100, Presentation: 23/32
HARALD MABSON -  Psychometrics: 48/100, Presentation: 26/32
CYNTHIA FOSDIKE -  Psychometrics: 48/100, Presentation: 14/32
KEEN TRIPONY -  Psychometrics: 58/100, Presentation: 21/32
RODOLFO DRILLOT -  Psychometrics: 56/100, Presentation: 24/32
DERWARD WYLLT -  Psychometrics: 64/100, Presentation: 18/32
IAN LAVERACK -  Psychometrics: 47/100, Presentation: 24/32
BEVON DETOILE -  Psychometrics: 54/100, Presentation: 24/32
WEYLIN SWATRADGE -  Psychometrics: 61/100, Presentation: 15/32
LEE BERNOCCHI -  Psychometrics: 51/100, Presentation: 17/32
MAXIE THAIRS -  Psychometrics: 60/100, Presentation: 15/32
REYNARD SEVILLE -  Psychometrics: 49/100, Presentation: 12/32
HILL TIPLADY -  Psychometrics: 56/100, Presentation: 28/32
MUREIL WOODSTOCK -  Psychometrics: 47/100, Presentation: 20/32
CECILLA VASILOV -  Psychometrics: 59/100, Presentation: 14/32
"
Sparta Day 3 October 2019.txt,"Thursday 3 October 2019
Birmingham Academy

SAM MULVIHILL -  Psychometrics: 54/100, Presentation: 21/32
FERDY DOOTSON -  Psychometrics: 54/100, Presentation: 17/32
BELIA MURRIGANS -  Psychometrics: 53/100, Presentation: 20/32
WALLACHE SOLDI -  Psychometrics: 58/100, Presentation: 20/32
CHRISTOS FAGAN -  Psychometrics: 45/100, Presentation: 13/32
TAMAS STENDALL -  Psychometrics: 59/100, Presentation: 20/32
STANLY RICKERT -  Psychometrics: 53/100, Presentation: 14/32
GORDAN DELGADILLO -  Psychometrics: 63/100, Presentation: 15/32
FERDIE MULLINGER -  Psychometrics: 59/100, Presentation: 20/32
BREN TOMEI -  Psychometrics: 60/100, Presentation: 16/32
IZABEL MASTERS -  Psychometrics: 53/100, Presentation: 21/32
ASHLIN SHONE -  Psychometrics: 59/100, Presentation: 23/32
HEIDA COSSOM -  Psychometrics: 67/100, Presentation: 17/32
"
Sparta Day 3 September 2019.txt,"Tuesday 3 September 2019
London Academy

ALEJANDRO BROGGETTI -  Psychometrics: 55/100, Presentation: 23/32
SIMONNE MERMAN -  Psychometrics: 51/100, Presentation: 26/32
AILA LONGO -  Psychometrics: 53/100, Presentation: 21/32
DAMON THOMPSON -  Psychometrics: 62/100, Presentation: 22/32
TRISH CUXON -  Psychometrics: 51/100, Presentation: 26/32
WYN TEBB -  Psychometrics: 56/100, Presentation: 20/32
STEFFI BRIDEOKE -  Psychometrics: 48/100, Presentation: 23/32
TOMA PERRAT -  Psychometrics: 65/100, Presentation: 18/32
YORGOS DOCKERY -  Psychometrics: 52/100, Presentation: 21/32
KIPPY DALLON -  Psychometrics: 53/100, Presentation: 18/32
CAMELLIA BETTE -  Psychometrics: 64/100, Presentation: 22/32
ARABELLA WALKLATE -  Psychometrics: 61/100, Presentation: 18/32
ROBINA VASSANO -  Psychometrics: 65/100, Presentation: 11/32
MADELINA OSMANT -  Psychometrics: 49/100, Presentation: 23/32
XYLIA LAXEN -  Psychometrics: 48/100, Presentation: 21/32
SCARFACE GALLIHAULK -  Psychometrics: 64/100, Presentation: 23/32
VIOLETTA MATISSE -  Psychometrics: 47/100, Presentation: 22/32
LARISA CORDERO -  Psychometrics: 60/100, Presentation: 26/32
KASSI LUCIO -  Psychometrics: 60/100, Presentation: 24/32
"
Sparta Day 30 April 2019.txt,"Tuesday 30 April 2019
London Academy

MATTHAEUS AUDAS -  Psychometrics: 59/100, Presentation: 20/32
EDGAR WILLEMAN -  Psychometrics: 53/100, Presentation: 22/32
CARROLL CORSE -  Psychometrics: 43/100, Presentation: 20/32
ADELA VALANCE -  Psychometrics: 51/100, Presentation: 21/32
HORATIO CHRISTLEY -  Psychometrics: 65/100, Presentation: 19/32
RACHELLE STROTTON -  Psychometrics: 42/100, Presentation: 26/32
SALOMI SHALDERS -  Psychometrics: 50/100, Presentation: 26/32
HARPER ARMELL -  Psychometrics: 50/100, Presentation: 26/32
BRODDIE TETLA -  Psychometrics: 52/100, Presentation: 15/32
DRUD BUARD -  Psychometrics: 50/100, Presentation: 14/32
ARLIN LEMAN -  Psychometrics: 58/100, Presentation: 24/32
ELFRIDA SANTARELLI -  Psychometrics: 51/100, Presentation: 18/32
DORETTA LOURENCO -  Psychometrics: 52/100, Presentation: 19/32
CORDIE CAPON -  Psychometrics: 51/100, Presentation: 16/32
ARLYNE MCNEISH -  Psychometrics: 49/100, Presentation: 23/32
VIRGILIO ZAVATTIERI -  Psychometrics: 59/100, Presentation: 22/32
URI INGLEY -  Psychometrics: 55/100, Presentation: 21/32
MARKUS GAME -  Psychometrics: 58/100, Presentation: 25/32
BRYN GIANILLI -  Psychometrics: 48/100, Presentation: 23/32
KEVAN ELSEY -  Psychometrics: 55/100, Presentation: 23/32
MARGA HENRYSON -  Psychometrics: 53/100, Presentation: 23/32
ALDRIDGE DU FRAY -  Psychometrics: 52/100, Presentation: 23/32
BARBEY RICKERTSEN -  Psychometrics: 55/100, Presentation: 20/32
LEONID COULE -  Psychometrics: 53/100, Presentation: 17/32
HEROLD DIONISETTO -  Psychometrics: 63/100, Presentation: 21/32
FLORE DRAKE -  Psychometrics: 42/100, Presentation: 24/32
LAW MASSEN -  Psychometrics: 60/100, Presentation: 20/32
KNOX MCGRAW -  Psychometrics: 59/100, Presentation: 20/32
LURLEEN CESTARD -  Psychometrics: 67/100, Presentation: 29/32
"
Sparta Day 30 January 2019.txt,"Wednesday 30 January 2019
London Academy

ANDEE PLOWMAN -  Psychometrics: 52/100, Presentation: 16/32
MALLORY CHALLIS -  Psychometrics: 57/100, Presentation: 21/32
MAXY HEELEY -  Psychometrics: 54/100, Presentation: 23/32
STINKY GOULTER -  Psychometrics: 61/100, Presentation: 18/32
MERRY CHESHER -  Psychometrics: 53/100, Presentation: 16/32
VIN KATTENHORN -  Psychometrics: 63/100, Presentation: 21/32
FRANCISKA DAVIDY -  Psychometrics: 50/100, Presentation: 16/32
SYLVIA AKETT -  Psychometrics: 59/100, Presentation: 21/32
DAISI SCARLET -  Psychometrics: 59/100, Presentation: 18/32
ILKA MOULDER -  Psychometrics: 47/100, Presentation: 13/32
ROYALL STIRLEY -  Psychometrics: 63/100, Presentation: 22/32
WINNIE OSIPENKO -  Psychometrics: 49/100, Presentation: 21/32
WARDE FROWEN -  Psychometrics: 44/100, Presentation: 25/32
DENI ROUST -  Psychometrics: 55/100, Presentation: 21/32
HI TEE -  Psychometrics: 60/100, Presentation: 23/32
BENNY SMALLSMAN -  Psychometrics: 67/100, Presentation: 13/32
JAZMIN DARK -  Psychometrics: 49/100, Presentation: 20/32
DIANE-MARIE HILLING -  Psychometrics: 47/100, Presentation: 23/32
KERI CREWE -  Psychometrics: 49/100, Presentation: 17/32
JENDA FERNANDEZ -  Psychometrics: 53/100, Presentation: 23/32
TYRONE BAILES -  Psychometrics: 50/100, Presentation: 22/32
LOY MULVY -  Psychometrics: 59/100, Presentation: 22/32
IRVINE LAWREY -  Psychometrics: 45/100, Presentation: 19/32
CARLO TWINING -  Psychometrics: 57/100, Presentation: 22/32
"
Sparta Day 30 July 2019.txt,"Tuesday 30 July 2019
London Academy

GEORGENA TCHAIKOVSKY -  Psychometrics: 49/100, Presentation: 22/32
AILI BURSNOLL -  Psychometrics: 59/100, Presentation: 24/32
VANESSA GIVES -  Psychometrics: 60/100, Presentation: 23/32
HARTWELL SILVER -  Psychometrics: 59/100, Presentation: 18/32
BERTRAM ESGATE -  Psychometrics: 51/100, Presentation: 21/32
EMILY BARRAS -  Psychometrics: 53/100, Presentation: 16/32
ISIDORA ENGLEFIELD -  Psychometrics: 38/100, Presentation: 17/32
MARLON RESIDE -  Psychometrics: 55/100, Presentation: 18/32
AGACE O'SHIELDS -  Psychometrics: 58/100, Presentation: 24/32
COBBIE WOLFINGER -  Psychometrics: 65/100, Presentation: 22/32
KIRBY MINTER -  Psychometrics: 54/100, Presentation: 12/32
AGUSTE TANN -  Psychometrics: 58/100, Presentation: 18/32
PREN VARCOE -  Psychometrics: 60/100, Presentation: 15/32
ENGRACIA ANDRIOLLI -  Psychometrics: 58/100, Presentation: 20/32
RODGE GARLICK -  Psychometrics: 45/100, Presentation: 25/32
BARCLAY MORTER -  Psychometrics: 50/100, Presentation: 24/32
CLARY HERTWELL -  Psychometrics: 60/100, Presentation: 17/32
YEHUDIT KILLINGBECK -  Psychometrics: 62/100, Presentation: 17/32
ANET SATTERLEY -  Psychometrics: 61/100, Presentation: 19/32
STANISLAUS SENDLEY -  Psychometrics: 58/100, Presentation: 17/32
BRAD COLEYSHAW -  Psychometrics: 56/100, Presentation: 21/32
AGGIE REMMERS -  Psychometrics: 59/100, Presentation: 21/32
KRIS WHALEY -  Psychometrics: 53/100, Presentation: 16/32
KIRSTEN SPELMAN -  Psychometrics: 53/100, Presentation: 20/32
ADALINE DURTNELL -  Psychometrics: 60/100, Presentation: 24/32
MARNA MATSKEVICH -  Psychometrics: 57/100, Presentation: 19/32
EBERHARD CATTEMULL -  Psychometrics: 58/100, Presentation: 23/32
MEYER DOBBISON -  Psychometrics: 59/100, Presentation: 18/32
BEAUREGARD HOULD -  Psychometrics: 60/100, Presentation: 26/32
MICHEAL DI MATTEO -  Psychometrics: 57/100, Presentation: 23/32
"
Sparta Day 30 May 2019.txt,"Thursday 30 May 2019
Birmingham Academy

NATA BOHMAN -  Psychometrics: 60/100, Presentation: 25/32
BENNIE LATAN -  Psychometrics: 60/100, Presentation: 26/32
NOEL HAYLAND -  Psychometrics: 60/100, Presentation: 23/32
NILES HAUGHIN -  Psychometrics: 41/100, Presentation: 23/32
GAWEN MURRICANES -  Psychometrics: 52/100, Presentation: 21/32
MEGAN HALLIHAN -  Psychometrics: 59/100, Presentation: 19/32
CHARISSA BRIIGINSHAW -  Psychometrics: 73/100, Presentation: 20/32
MILL URIDGE -  Psychometrics: 60/100, Presentation: 13/32
SAMUELE MELPUSS -  Psychometrics: 48/100, Presentation: 22/32
BERTIE MACAFEE -  Psychometrics: 59/100, Presentation: 17/32
BENITA ROBBEL -  Psychometrics: 59/100, Presentation: 18/32
DAILE KITCHINHAM -  Psychometrics: 47/100, Presentation: 17/32
TRUMAINE CHASTNEY -  Psychometrics: 51/100, Presentation: 21/32
CESARO DODGSHON -  Psychometrics: 67/100, Presentation: 23/32
MARIUS SOLTAN -  Psychometrics: 55/100, Presentation: 22/32
ULRIKAUMEKO YEANDEL -  Psychometrics: 58/100, Presentation: 27/32
DEONNE PROTT -  Psychometrics: 59/100, Presentation: 20/32
JANELLE FORBEAR -  Psychometrics: 56/100, Presentation: 19/32
ALLISTIR LANGRICK -  Psychometrics: 63/100, Presentation: 24/32
JANINA MUNCER -  Psychometrics: 54/100, Presentation: 20/32
"
Sparta Day 30 October 2019.txt,"Wednesday 30 October 2019
London Academy

CURRY DUNNAN -  Psychometrics: 58/100, Presentation: 18/32
WILLABELLA LANCHBERRY -  Psychometrics: 54/100, Presentation: 27/32
GAILE CARPENTER -  Psychometrics: 39/100, Presentation: 24/32
KASEY MATTACKS -  Psychometrics: 59/100, Presentation: 23/32
AGNESSE BEEKEN -  Psychometrics: 60/100, Presentation: 25/32
JERRYLEE KOENEN -  Psychometrics: 45/100, Presentation: 17/32
MIC WILSHIRE -  Psychometrics: 52/100, Presentation: 21/32
LANNI ARROWSMITH -  Psychometrics: 53/100, Presentation: 19/32
GERLADINA REYNOLDS -  Psychometrics: 45/100, Presentation: 21/32
NEFEN WOLTON -  Psychometrics: 60/100, Presentation: 25/32
MARY DARNBROUGH -  Psychometrics: 62/100, Presentation: 23/32
DAPHENE BARKLY -  Psychometrics: 57/100, Presentation: 20/32
JANNA HOULAGHAN -  Psychometrics: 56/100, Presentation: 18/32
FLORELLA BOAYS -  Psychometrics: 62/100, Presentation: 19/32
ABDEL SHOVEL -  Psychometrics: 56/100, Presentation: 18/32
LUISA GRIFFE -  Psychometrics: 64/100, Presentation: 20/32
KAYCEE MATTUSEVICH -  Psychometrics: 58/100, Presentation: 15/32
ARIELLE DONATI -  Psychometrics: 62/100, Presentation: 22/32
SIBYLLE THOMAZIN -  Psychometrics: 42/100, Presentation: 19/32
DI SIMONICH -  Psychometrics: 55/100, Presentation: 21/32
ANNADIANA LUMSDEN -  Psychometrics: 61/100, Presentation: 16/32
LOLA EBSWORTH -  Psychometrics: 57/100, Presentation: 22/32
JANOS SHELLSHEERE -  Psychometrics: 46/100, Presentation: 21/32
RURIK CRIMMINS -  Psychometrics: 46/100, Presentation: 21/32
ABRAHAN BIGGERDIKE -  Psychometrics: 48/100, Presentation: 14/32
GRAEHME SEAMER -  Psychometrics: 52/100, Presentation: 20/32
PIER SPATIG -  Psychometrics: 60/100, Presentation: 25/32
"
Sparta Day 31 January 2019.txt,"Thursday 31 January 2019
Birmingham Academy

KILEY CLAVEY -  Psychometrics: 62/100, Presentation: 24/32
SHURLOCKE CRINGLE -  Psychometrics: 49/100, Presentation: 18/32
BASE DOGGETT -  Psychometrics: 38/100, Presentation: 24/32
ALMIRE TEWKESBERRY -  Psychometrics: 70/100, Presentation: 19/32
BARTHOLEMY TRIPPITT -  Psychometrics: 60/100, Presentation: 13/32
BRIANA BRADER -  Psychometrics: 59/100, Presentation: 19/32
DEONNE SIMIONATO -  Psychometrics: 64/100, Presentation: 15/32
COZMO ABEL -  Psychometrics: 51/100, Presentation: 22/32
LEMMIE JENDRICH -  Psychometrics: 54/100, Presentation: 24/32
ERAN VARGA -  Psychometrics: 57/100, Presentation: 13/32
PAMELA GADMAN -  Psychometrics: 53/100, Presentation: 19/32
BENDIX BONNETTE -  Psychometrics: 49/100, Presentation: 17/32
PET WISE -  Psychometrics: 56/100, Presentation: 15/32
ULICK PICKERVANCE -  Psychometrics: 59/100, Presentation: 18/32
ART MITKIN -  Psychometrics: 57/100, Presentation: 18/32
SIBLEY ADDISON -  Psychometrics: 56/100, Presentation: 22/32
SILVAIN GEEVE -  Psychometrics: 49/100, Presentation: 18/32
AINDREA DAVIO -  Psychometrics: 60/100, Presentation: 21/32
DARYLE JANOCH -  Psychometrics: 63/100, Presentation: 15/32
GERHARD MCGRATH -  Psychometrics: 62/100, Presentation: 25/32
"
Sparta Day 31 July 2019.txt,"Wednesday 31 July 2019
London Academy

MATTHIEU DULAKE -  Psychometrics: 58/100, Presentation: 22/32
SHURLOCK DUTCH -  Psychometrics: 43/100, Presentation: 24/32
CRISTINA FINLAN -  Psychometrics: 56/100, Presentation: 20/32
CHRISTIE BLINCOE -  Psychometrics: 51/100, Presentation: 24/32
GARDNER ESTICK -  Psychometrics: 60/100, Presentation: 22/32
NATASHA CHRISTOL -  Psychometrics: 51/100, Presentation: 26/32
RIANNON BARACLOUGH -  Psychometrics: 62/100, Presentation: 16/32
TALLIA RUSHFORD -  Psychometrics: 57/100, Presentation: 19/32
ANGELICA NEISSEN -  Psychometrics: 53/100, Presentation: 17/32
LANGSTON ADAMSKI -  Psychometrics: 54/100, Presentation: 23/32
AMERIGO HEYS -  Psychometrics: 51/100, Presentation: 26/32
DEBI GOLD -  Psychometrics: 42/100, Presentation: 14/32
NATALIE NORWICH -  Psychometrics: 54/100, Presentation: 17/32
BENJAMIN CHASTAND -  Psychometrics: 54/100, Presentation: 24/32
ELSWORTH BENDTSEN -  Psychometrics: 51/100, Presentation: 23/32
ANABELLA WILCOX -  Psychometrics: 48/100, Presentation: 24/32
REGINA CALVER -  Psychometrics: 58/100, Presentation: 16/32
KARLA WINDRIDGE -  Psychometrics: 61/100, Presentation: 21/32
LANNIE MINISTER -  Psychometrics: 68/100, Presentation: 24/32
TOWNY POVALL -  Psychometrics: 60/100, Presentation: 19/32
JOLETTA KALINOWSKY -  Psychometrics: 51/100, Presentation: 25/32
SIMONETTE MAWSON -  Psychometrics: 61/100, Presentation: 24/32
MILLY ISON -  Psychometrics: 59/100, Presentation: 21/32
CON HAXLEY -  Psychometrics: 50/100, Presentation: 23/32
BRYANTY GREENACRE -  Psychometrics: 53/100, Presentation: 23/32
VIVIANNE SHILLS -  Psychometrics: 53/100, Presentation: 20/32
RENADO BULFOOT -  Psychometrics: 65/100, Presentation: 18/32
"
Sparta Day 31 October 2019.txt,"Thursday 31 October 2019
Birmingham Academy

JANNA WIFFIELD -  Psychometrics: 59/100, Presentation: 20/32
CASS JENYNS -  Psychometrics: 47/100, Presentation: 21/32
FAIR LUCIA -  Psychometrics: 53/100, Presentation: 24/32
HOMER SEBBORN -  Psychometrics: 54/100, Presentation: 24/32
PHILLIP HEADECH -  Psychometrics: 54/100, Presentation: 16/32
CASPER WILLCOTT -  Psychometrics: 63/100, Presentation: 21/32
BETTY FRENSCH -  Psychometrics: 45/100, Presentation: 22/32
KRISTIAN GIRHARD -  Psychometrics: 54/100, Presentation: 23/32
MARIANNA CASA -  Psychometrics: 55/100, Presentation: 16/32
LAZARUS VARLEY -  Psychometrics: 60/100, Presentation: 24/32
LUCAS DUTHIE -  Psychometrics: 54/100, Presentation: 21/32
HALE SEVERNS -  Psychometrics: 55/100, Presentation: 20/32
ARNE MORANDO -  Psychometrics: 60/100, Presentation: 12/32
ARCHAMBAULT EVANSON -  Psychometrics: 54/100, Presentation: 22/32
YOLANE LOWSELY -  Psychometrics: 56/100, Presentation: 22/32
CECIL LEHRER -  Psychometrics: 39/100, Presentation: 22/32
"
Sparta Day 4 April 2019.txt,"Thursday 4 April 2019
Birmingham Academy

BARD DEMONGE -  Psychometrics: 42/100, Presentation: 21/32
ELYSSA SPENCELEY -  Psychometrics: 45/100, Presentation: 16/32
ARDELIS GYLLE -  Psychometrics: 61/100, Presentation: 20/32
MERCY CORONAS -  Psychometrics: 65/100, Presentation: 21/32
ISAC PESCHMANN -  Psychometrics: 63/100, Presentation: 17/32
RHONA BISGROVE -  Psychometrics: 60/100, Presentation: 21/32
LAMONT LEVERINGTON -  Psychometrics: 44/100, Presentation: 20/32
GARDIE SWAYSLAND -  Psychometrics: 60/100, Presentation: 23/32
CHARLOTTE POSSA -  Psychometrics: 50/100, Presentation: 17/32
NORBIE IACOBUCCI -  Psychometrics: 56/100, Presentation: 20/32
ANDREAS KINCEY -  Psychometrics: 53/100, Presentation: 18/32
VACLAV KETTLESTRINGES -  Psychometrics: 48/100, Presentation: 18/32
ALBERTO O SULLIVAN -  Psychometrics: 67/100, Presentation: 26/32
KLEMENT HARLEY -  Psychometrics: 64/100, Presentation: 25/32
JON ARIES -  Psychometrics: 59/100, Presentation: 18/32
DECK EANNETTA -  Psychometrics: 53/100, Presentation: 16/32
ROWNEY VON HAGT -  Psychometrics: 61/100, Presentation: 18/32
JOSSELYN O'SHEILS -  Psychometrics: 51/100, Presentation: 17/32
HARMON JAGGI -  Psychometrics: 56/100, Presentation: 20/32
DAISY BRIMS -  Psychometrics: 65/100, Presentation: 17/32
BARON FRESCHI -  Psychometrics: 49/100, Presentation: 24/32
HAYWOOD SANDEFORD -  Psychometrics: 47/100, Presentation: 22/32
FLO MCSPARRAN -  Psychometrics: 47/100, Presentation: 19/32
DARB NOOR -  Psychometrics: 59/100, Presentation: 19/32
ADAH SPENCERS -  Psychometrics: 52/100, Presentation: 22/32
GABBIE OVER -  Psychometrics: 52/100, Presentation: 21/32
BUD CARLETTO -  Psychometrics: 54/100, Presentation: 21/32
SUNNY MENAT -  Psychometrics: 52/100, Presentation: 26/32
REMINGTON HENSMANS -  Psychometrics: 51/100, Presentation: 17/32
PEARCE MAXWALE -  Psychometrics: 51/100, Presentation: 20/32
TIFFIE BARENSKIE -  Psychometrics: 46/100, Presentation: 19/32
THEA PERSEY -  Psychometrics: 51/100, Presentation: 20/32
BERRY CODD -  Psychometrics: 58/100, Presentation: 20/32
JACKY REILINGEN -  Psychometrics: 58/100, Presentation: 22/32
"
Sparta Day 4 December 2019.txt,"Wednesday 4 December 2019
London Academy

TREFOR KALINOWSKY -  Psychometrics: 52/100, Presentation: 18/32
GERTRUDIS BALHATCHET -  Psychometrics: 49/100, Presentation: 18/32
LEIGHTON IDDY -  Psychometrics: 61/100, Presentation: 24/32
JORDAIN ROCHESTER -  Psychometrics: 67/100, Presentation: 21/32
CLEMENTIA BEASLEIGH -  Psychometrics: 52/100, Presentation: 19/32
CHRISTIAN TUNNY -  Psychometrics: 60/100, Presentation: 21/32
TRENNA MCCURT -  Psychometrics: 53/100, Presentation: 22/32
BERNHARD BIRCHALL -  Psychometrics: 56/100, Presentation: 18/32
FELICLE KOPS -  Psychometrics: 56/100, Presentation: 16/32
LARA DOUGHERTY -  Psychometrics: 36/100, Presentation: 20/32
GUSTAVO BAROK -  Psychometrics: 52/100, Presentation: 26/32
ALETHEA RANGELL -  Psychometrics: 52/100, Presentation: 20/32
DANILA LEAMON -  Psychometrics: 54/100, Presentation: 18/32
ESSY HAGGUS -  Psychometrics: 50/100, Presentation: 20/32
MOSE TRASE -  Psychometrics: 53/100, Presentation: 20/32
SHANNA JUNIPER -  Psychometrics: 58/100, Presentation: 16/32
DARYN DUGMORE -  Psychometrics: 51/100, Presentation: 18/32
LINDSAY HENINGHEM -  Psychometrics: 39/100, Presentation: 21/32
GRANVILLE SLAD -  Psychometrics: 50/100, Presentation: 19/32
MICHAEL ETTLES -  Psychometrics: 55/100, Presentation: 21/32
STEPHAN MIDDLE -  Psychometrics: 51/100, Presentation: 27/32
JESSEE BLAGBROUGH -  Psychometrics: 45/100, Presentation: 24/32
GIB KROL -  Psychometrics: 63/100, Presentation: 16/32
"
Sparta Day 4 July 2019.txt,"Thursday 4 July 2019
Birmingham Academy

DEVON MCCRACKEN -  Psychometrics: 45/100, Presentation: 17/32
EVERED GIOVANIZIO -  Psychometrics: 55/100, Presentation: 24/32
FAN HEMBER -  Psychometrics: 57/100, Presentation: 22/32
SHARL SHAMBROOKE -  Psychometrics: 53/100, Presentation: 27/32
BLONDY FEARNALL -  Psychometrics: 58/100, Presentation: 20/32
HAROUN DOWBER -  Psychometrics: 47/100, Presentation: 15/32
LETIZIA MCKERN -  Psychometrics: 57/100, Presentation: 18/32
SAL INGLESENT -  Psychometrics: 50/100, Presentation: 24/32
GABI IVINS -  Psychometrics: 59/100, Presentation: 21/32
HENRIETA CHATTO -  Psychometrics: 50/100, Presentation: 22/32
STEFFEN MARCOMBE -  Psychometrics: 63/100, Presentation: 19/32
TERIANN MATYASHEV -  Psychometrics: 51/100, Presentation: 21/32
NIALL GRAINE -  Psychometrics: 61/100, Presentation: 24/32
DARIN HEALING -  Psychometrics: 55/100, Presentation: 23/32
DONNIE SANDWICK -  Psychometrics: 58/100, Presentation: 23/32
DYNA SANGE -  Psychometrics: 73/100, Presentation: 15/32
THOMA BOLESWORTH -  Psychometrics: 53/100, Presentation: 18/32
NOBY VACHER -  Psychometrics: 56/100, Presentation: 19/32
JOELA GALEA -  Psychometrics: 46/100, Presentation: 20/32
MELODEE CRIPPEN -  Psychometrics: 59/100, Presentation: 18/32
CLARETTE PEXTON -  Psychometrics: 59/100, Presentation: 12/32
LOCK ELLERKER -  Psychometrics: 54/100, Presentation: 23/32
HARMONIA WINSPARE -  Psychometrics: 58/100, Presentation: 21/32
"
Sparta Day 4 June 2019.txt,"Tuesday 4 June 2019
London Academy

NICOLLE RADFORD -  Psychometrics: 55/100, Presentation: 22/32
REBEKKAH AIRDRIE -  Psychometrics: 56/100, Presentation: 13/32
AURA LOUCHE -  Psychometrics: 54/100, Presentation: 15/32
LUCIUS BUSWELL -  Psychometrics: 57/100, Presentation: 26/32
BAMBI SEE -  Psychometrics: 62/100, Presentation: 19/32
JOANA FRAWLEY -  Psychometrics: 58/100, Presentation: 21/32
VERNON CURL -  Psychometrics: 55/100, Presentation: 16/32
ELSIE FURSLAND -  Psychometrics: 53/100, Presentation: 17/32
WADE FRIEDENBACH -  Psychometrics: 52/100, Presentation: 18/32
VLADAMIR WADDAMS -  Psychometrics: 52/100, Presentation: 23/32
RONDA BUDCOCK -  Psychometrics: 55/100, Presentation: 19/32
FRASER HURNELL -  Psychometrics: 52/100, Presentation: 20/32
SHANDEIGH ILYUSHKIN -  Psychometrics: 48/100, Presentation: 20/32
KATALIN REDLEY -  Psychometrics: 55/100, Presentation: 21/32
AMBROSI CARNOW -  Psychometrics: 56/100, Presentation: 20/32
JON RAIKES -  Psychometrics: 62/100, Presentation: 25/32
JULIE CONDLIFFE -  Psychometrics: 58/100, Presentation: 19/32
AL HUGONET -  Psychometrics: 59/100, Presentation: 21/32
EDWARD GALLOP -  Psychometrics: 49/100, Presentation: 14/32
ASH HANSEN -  Psychometrics: 40/100, Presentation: 17/32
PERCIVAL BERRYCLOTH -  Psychometrics: 47/100, Presentation: 22/32
MATTHIEW TUMBRIDGE -  Psychometrics: 56/100, Presentation: 15/32
DRU MALING -  Psychometrics: 43/100, Presentation: 25/32
FARREL BERTL -  Psychometrics: 56/100, Presentation: 16/32
ABRAM GOLDSTER -  Psychometrics: 56/100, Presentation: 15/32
WESTLEIGH ALEKSIDZE -  Psychometrics: 49/100, Presentation: 22/32
ELISABETH EBBUTT -  Psychometrics: 66/100, Presentation: 23/32
CHANDLER TREGUST -  Psychometrics: 36/100, Presentation: 17/32
HARTWELL JEWESS -  Psychometrics: 63/100, Presentation: 22/32
CELESTINA AYSIK -  Psychometrics: 55/100, Presentation: 21/32
BRANDY IANNAZZI -  Psychometrics: 57/100, Presentation: 19/32
BELVIA O'NEILL -  Psychometrics: 44/100, Presentation: 19/32
SELBY FLOYD -  Psychometrics: 61/100, Presentation: 20/32
KENTON KILGROVE -  Psychometrics: 52/100, Presentation: 18/32
"
