name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,talent_id
Des Tomovic,2019-03-13,"{'Python': 4, 'R': 1, 'SPSS': 2, 'PHP': 1}",['Consistent'],['Chatty'],Yes,Yes,No,Fail,Business,12198
Artair Rois,2019-03-20,"{'C#': 3, 'R': 4, 'C++': 2}","['Perfectionism', 'Listening', 'Versatile']","['Chatty', 'Anxious', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,12199
Glenn Coaker,2019-03-28,"{'C#': 3, 'Java': 4, 'R': 4, 'PHP': 2, 'C++': 2, 'JavaScript': 2}","['Charisma', 'Determined', 'Consistent']","['Introverted', 'Chaotic', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering,12200
Artair Cartman,2019-03-19,"{'C#': 1, 'Java': 5, 'Ruby': 4, 'SPSS': 3, 'PHP': 1}","['Innovative', 'Ambitious']","['Competitive', 'Selfish', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,12201
Lynea Heustice,2019-03-06,{'Python': 3},['Rational'],"['Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Business,12202
Neal Ginglell,2019-03-26,{'C#': 2},['Patient'],"['Distracted', 'Indifferent', 'Controlling']",Yes,Yes,Yes,Pass,Engineering,12203
Cello Durrand,2019-03-12,"{'Python': 1, 'C#': 1, 'Ruby': 3, 'R': 3, 'PHP': 1}",['Altruism'],"['Indecisive', 'Intolerant', 'Introverted']",Yes,No,Yes,Fail,Business,12204
Yance Grenfell,2019-03-28,"{'Python': 6, 'Java': 1, 'Ruby': 3, 'C++': 2}",['Creative'],['Introverted'],Yes,Yes,Yes,Fail,Business,12205
L;Urette Daveley,2019-03-12,"{'Java': 6, 'Ruby': 3, 'JavaScript': 5}","['Passionate', 'Altruism']",['Passive'],Yes,Yes,Yes,Pass,Engineering,12206
Rozanne Burhouse,2019-03-27,{'Java': 1},"['Passionate', 'Innovative', 'Ambitious']","['Anxious', 'Chaotic']",Yes,No,Yes,Fail,Data,12207
Emily Yon,2019-03-26,"{'Python': 1, 'Java': 5, 'Ruby': 2, 'R': 4, 'SPSS': 5}","['Collaboration', 'Ambitious']","['Controlling', 'Chaotic']",No,Yes,Yes,Fail,Business,12208
Lemmie Wylam,2019-03-07,"{'Java': 3, 'R': 4, 'PHP': 1, 'JavaScript': 2}",['Curious'],['Competitive'],Yes,Yes,No,Fail,Business,12210
Mattias Blanpein,2019-03-19,"{'Python': 4, 'C#': 3, 'C++': 1}","['Collaboration', 'Listening', 'Versatile']","['Undisciplined', 'Passive', 'Controlling']",Yes,Yes,Yes,Fail,Business,12211
Adelbert Verrick,2019-03-27,{'Java': 6},"['Problem Solving', 'Ambitious']","['Indecisive', 'Intolerant']",Yes,Yes,Yes,Pass,Business,12212
Jaymee Riden,2019-03-19,"{'Python': 7, 'SPSS': 4, 'C++': 3, 'JavaScript': 2}","['Perfectionism', 'Composure']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering,12213
Melinda Ocklin,2019-03-21,"{'Java': 1, 'SPSS': 3}",['Ambitious'],"['Sensitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,12214
Estele Prester,2019-03-20,"{'Python': 2, 'C#': 2, 'Java': 3, 'SPSS': 1}","['Courteous', 'Passionate']","['Chatty', 'Immature']",Yes,Yes,Yes,Pass,Business,12215
Stern Ashfull,2019-03-13,"{'Python': 1, 'C#': 6, 'SPSS': 1, 'JavaScript': 4}","['Rational', 'Creative']","['Impulsive', 'Distracted']",Yes,Yes,Yes,Pass,Business,12216
Franzen Iddy,2019-03-20,"{'Python': 4, 'Java': 3, 'JavaScript': 2}",['Efficient'],['Indecisive'],Yes,Yes,Yes,Pass,Engineering,12217
Ashlie Siveter,2019-03-26,{'Python': 8},"['Empathy', 'Creative']","['Passive', 'Anxious']",Yes,Yes,Yes,Pass,Data,12218
Maxwell Fadell,2019-03-26,{'C#': 7},['Perfectionism'],['Procrastination'],Yes,Yes,Yes,Pass,Engineering,12219
Ofelia Crow,2019-03-28,"{'C#': 1, 'C++': 5}",['Empathy'],"['Impatient', 'Procrastination', 'Stubborn']",Yes,Yes,Yes,Pass,Data,12220
Neely Aleksich,2019-03-28,"{'Python': 2, 'R': 3, 'C++': 6}",['Courteous'],"['Impulsive', 'Competitive']",No,Yes,Yes,Fail,Engineering,12221
Hobart Caldeyroux,2019-03-26,"{'Python': 6, 'C#': 3}","['Organisation', 'Determined']","['Indecisive', 'Overbearing']",Yes,Yes,Yes,Pass,Business,12222
Jeffy Dudding,2019-03-13,"{'Java': 3, 'PHP': 1, 'C++': 8, 'JavaScript': 1}",['Altruism'],"['Intolerant', 'Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Data,12223
Lauren Bister,2019-03-20,"{'Ruby': 3, 'PHP': 3, 'C++': 4}","['Perfectionism', 'Patient']",['Perfectionist'],Yes,Yes,Yes,Pass,Business,12224
Bowie Nolton,2019-03-07,"{'C#': 5, 'Java': 3, 'R': 5}","['Creative', 'Charisma', 'Curious']","['Introverted', 'Chatty']",Yes,Yes,Yes,Pass,Data,12225
Maurine Vedenyakin,2019-03-13,"{'C#': 3, 'R': 4, 'PHP': 2}","['Critical Thinking', 'Reliable']","['Stubborn', 'Impulsive', 'Anxious']",No,Yes,No,Fail,Data,12226
Vannie Hounsome,2019-03-05,,"['Independent', 'Competitive', 'Rational']","['Chatty', 'Impulsive', 'Conventional']",Yes,Yes,No,Fail,Data,12227
Tye Klejna,2019-05-21,"{'Python': 2, 'Ruby': 5, 'JavaScript': 2}",['Competitive'],"['Passive', 'Perfectionist', 'Anxious']",No,Yes,Yes,Fail,Engineering,12228
Katya Curtois,2019-05-21,"{'Java': 1, 'JavaScript': 1}","['Perfectionism', 'Consistent', 'Critical Thinking']",['Chaotic'],Yes,Yes,Yes,Pass,Engineering,12229
Laurella Daintrey,2019-05-07,"{'Python': 9, 'JavaScript': 3}",['Perfectionism'],['Slow'],Yes,No,Yes,Fail,Data,12230
Worthington Stollenwerck,2019-05-22,"{'Python': 3, 'C#': 2, 'JavaScript': 3}",['Collaboration'],['Intolerant'],Yes,Yes,Yes,Pass,Engineering,12231
Hartwell Candwell,2019-05-28,"{'R': 5, 'SPSS': 2, 'C++': 3, 'JavaScript': 4}","['Problem Solving', 'Ambitious']","['Procrastination', 'Immature']",Yes,Yes,Yes,Pass,Business,12232
Loree Hinkens,2019-05-01,,"['Reliable', 'Organisation']","['Undisciplined', 'Slow', 'Anxious']",No,Yes,Yes,Fail,Data,12233
Bernadette O' Timony,2019-05-23,"{'Python': 1, 'Java': 2, 'Ruby': 5, 'R': 4, 'SPSS': 5, 'C++': 2}","['Empathy', 'Passionate', 'Courteous']","['Impatient', 'Introverted', 'Passive']",Yes,Yes,Yes,Pass,Business,12234
Andrei Musslewhite,2019-05-16,"{'C#': 2, 'Java': 2, 'R': 4, 'SPSS': 9, 'PHP': 1}",['Courteous'],"['Indifferent', 'Chaotic', 'Introverted']",Yes,Yes,Yes,Pass,Data,12235
Nata Bohman,2019-05-30,"{'C#': 2, 'Java': 4, 'C++': 5, 'JavaScript': 1}","['Creative', 'Efficient']","['Controlling', 'Impatient']",Yes,No,No,Fail,Engineering,12236
Kellie Tanguy,2019-05-08,"{'C#': 3, 'PHP': 4, 'JavaScript': 1}","['Independent', 'Perfectionism', 'Courteous']","['Procrastination', 'Conventional', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,12237
Shurlocke Cringle,2019-05-21,"{'Java': 5, 'R': 1, 'SPSS': 5, 'JavaScript': 3}",['Altruism'],['Chatty'],Yes,Yes,Yes,Pass,Data,12238
Eden Goodboddy,2019-05-08,"{'Java': 3, 'SPSS': 5}","['Versatile', 'Efficient', 'Critical Thinking']","['Impulsive', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,12239
Omar Bromilow,2019-05-07,"{'Python': 1, 'C#': 3, 'Ruby': 3, 'JavaScript': 1}","['Rational', 'Patient', 'Problem Solving']","['Indecisive', 'Undisciplined', 'Stubborn']",No,No,Yes,Fail,Engineering,12240
Jaquenetta Catonne,2019-05-14,"{'Java': 1, 'R': 5, 'SPSS': 2, 'JavaScript': 5}","['Innovative', 'Patient', 'Determined']",['Perfectionist'],Yes,Yes,Yes,Pass,Data,12241
Vilhelmina Kissell,2019-05-16,"{'Python': 3, 'R': 3}","['Rational', 'Independent']",['Critical'],Yes,Yes,Yes,Pass,Engineering,12242
Bibi Mastrantone,2019-05-09,"{'C#': 5, 'PHP': 1, 'C++': 1}",['Courteous'],"['Impulsive', 'Slow']",Yes,Yes,Yes,Pass,Business,12243
Brittany Mccluskey,2019-05-23,"{'Java': 6, 'C++': 4}",['Courteous'],"['Undisciplined', 'Impatient', 'Controlling']",No,Yes,Yes,Fail,Data,12244
Timmi Warr,2019-05-23,"{'Java': 3, 'Ruby': 5, 'C++': 1, 'JavaScript': 2}","['Curious', 'Collaboration', 'Consistent']","['Intolerant', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,12245
Laurel Ebbers,2019-05-29,"{'C#': 5, 'Java': 3, 'Ruby': 4, 'SPSS': 6}",['Critical Thinking'],['Competitive'],Yes,Yes,Yes,Pass,Engineering,12246
Fax Schankelborg,2019-05-07,"{'Python': 3, 'Java': 1, 'R': 3, 'SPSS': 3}","['Problem Solving', 'Determined']",['Intolerant'],Yes,Yes,Yes,Pass,Engineering,12247
Nickolas Fears,2019-05-08,"{'C#': 2, 'SPSS': 1, 'C++': 3, 'JavaScript': 2}","['Curious', 'Independent']","['Chatty', 'Perfectionist', 'Sensitive']",Yes,Yes,Yes,Pass,Data,12248
Ardys Ruppele,2019-05-29,"{'C#': 4, 'Java': 4, 'R': 3, 'SPSS': 5, 'PHP': 1, 'JavaScript': 2}","['Problem Solving', 'Altruism']","['Selfish', 'Sensitive']",No,Yes,Yes,Fail,Engineering,12249
Dallas Sheekey,2019-05-23,"{'C#': 4, 'SPSS': 4, 'C++': 4}",['Consistent'],"['Sensitive', 'Impulsive', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,12250
Cello Ricioppo,2019-05-14,"{'Python': 4, 'SPSS': 5, 'PHP': 1}",['Perfectionism'],['Controlling'],Yes,Yes,Yes,Fail,Data,12251
Bennie Latan,2019-05-30,"{'Java': 3, 'Ruby': 4, 'R': 4, 'C++': 4, 'JavaScript': 2}","['Creative', 'Composure', 'Curious']",['Sensitive'],Yes,No,Yes,Fail,Engineering,12252
Standford Brewitt,2019-05-16,"{'Python': 4, 'C#': 3, 'Ruby': 1, 'R': 4, 'C++': 1}","['Competitive', 'Collaboration', 'Rational']","['Perfectionist', 'Immature', 'Sensitive']",Yes,Yes,Yes,Pass,Data,12253
Cristin Screas,2019-05-21,"{'Python': 1, 'Java': 3, 'SPSS': 5, 'C++': 4}","['Collaboration', 'Versatile']","['Sensitive', 'Chatty', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,12254
Florina Sudlow,2019-05-29,"{'Java': 5, 'PHP': 1}",['Empathy'],['Anxious'],Yes,Yes,Yes,Pass,Business,12255
Maxi Macgaughey,2019-05-15,"{'Python': 3, 'Java': 2, 'Ruby': 2, 'R': 1, 'PHP': 1}",['Critical Thinking'],['Indifferent'],Yes,Yes,Yes,Pass,Engineering,12256
Artemas Bewlay,2019-05-08,{'JavaScript': 1},"['Collaboration', 'Passionate']","['Immature', 'Slow']",Yes,Yes,Yes,Pass,Data,12257
Morse Joly,2019-05-22,"{'Python': 4, 'C#': 1, 'Java': 2, 'R': 4, 'SPSS': 5, 'PHP': 2, 'JavaScript': 1}","['Courteous', 'Innovative', 'Passionate']","['Conventional', 'Anxious', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,12258
Albie Romanski,2019-05-07,"{'Python': 2, 'Java': 6, 'Ruby': 6, 'C++': 5}",['Versatile'],['Intolerant'],Yes,Yes,Yes,Pass,Business,12259
Winnifred Hingeley,2019-05-07,{'Java': 2},"['Creative', 'Consistent', 'Composure']","['Chaotic', 'Chatty', 'Passive']",No,Yes,Yes,Fail,Engineering,12260
Liane Lorente,2019-05-29,"{'C#': 3, 'R': 1, 'C++': 6, 'JavaScript': 4}",['Critical Thinking'],['Overbearing'],Yes,Yes,Yes,Pass,Engineering,12261
Brendin Curran,2019-05-21,"{'Python': 2, 'Java': 1, 'R': 3}","['Determined', 'Innovative']",['Impatient'],Yes,No,Yes,Fail,Business,12262
Shayne St Louis,2019-05-02,"{'Python': 2, 'Ruby': 7, 'JavaScript': 7}",['Perfectionism'],"['Stubborn', 'Impatient', 'Controlling']",Yes,Yes,No,Fail,Data,12263
Ulrika Lemerie,2019-05-15,"{'Ruby': 4, 'PHP': 1, 'C++': 1}","['Listening', 'Altruism', 'Competitive']","['Impulsive', 'Overbearing', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,12264
Micheil Rotlauf,2019-05-01,"{'Ruby': 1, 'JavaScript': 2}","['Patient', 'Critical Thinking']",['Distracted'],Yes,Yes,Yes,Pass,Data,12265
Darbee Goslin,2019-05-29,{'Ruby': 2},['Composure'],"['Stubborn', 'Selfish', 'Impulsive']",Yes,No,Yes,Fail,Engineering,12266
Prisca Ginnally,2019-05-07,"{'Python': 4, 'Java': 2, 'PHP': 3, 'C++': 2}",['Altruism'],"['Introverted', 'Chaotic', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering,12267
Megen Durtnall,2019-05-08,"{'R': 3, 'SPSS': 3, 'C++': 3}","['Creative', 'Charisma']","['Impatient', 'Chaotic']",Yes,Yes,Yes,Pass,Business,12268
Noel Hayland,2019-05-30,"{'C#': 1, 'Ruby': 6, 'R': 1, 'JavaScript': 2}","['Composure', 'Collaboration', 'Perfectionism']",['Chaotic'],Yes,Yes,Yes,Pass,Engineering,12270
Clint Gorbell,2019-05-22,"{'C++': 2, 'JavaScript': 5}",['Courteous'],['Introverted'],Yes,No,Yes,Fail,Business,12271
Judas Espadero,2019-05-09,"{'Java': 3, 'R': 3, 'SPSS': 3, 'PHP': 3}","['Determined', 'Reliable', 'Courteous']","['Slow', 'Impatient', 'Sensitive']",Yes,Yes,Yes,Pass,Data,12272
Berri Cocklin,2019-05-14,"{'C#': 5, 'R': 2}",['Problem Solving'],['Critical'],No,Yes,Yes,Fail,Engineering,12273
Wolfie Showers,2019-05-23,"{'Java': 2, 'SPSS': 2}","['Composure', 'Altruism']","['Anxious', 'Slow', 'Indifferent']",Yes,Yes,Yes,Pass,Business,12274
Dion Pavlasek,2019-05-15,"{'C#': 4, 'Java': 2, 'SPSS': 2}","['Problem Solving', 'Collaboration', 'Altruism']","['Immature', 'Distracted']",Yes,Yes,No,Fail,Data,12275
Timmy Benzies,2019-05-02,"{'C#': 3, 'Java': 4, 'Ruby': 4, 'R': 2, 'PHP': 4, 'JavaScript': 7}",['Ambitious'],['Introverted'],No,Yes,Yes,Fail,Engineering,12276
Shepherd Aliman,2019-05-09,"{'C#': 2, 'SPSS': 3}",['Versatile'],['Impulsive'],No,Yes,Yes,Fail,Business,12277
Angel Matteau,2019-05-22,"{'Python': 2, 'R': 3, 'PHP': 1, 'JavaScript': 4}","['Perfectionism', 'Patient', 'Determined']",['Competitive'],Yes,Yes,Yes,Pass,Business,12278
Granger Carayol,2019-05-28,"{'R': 7, 'SPSS': 4}","['Independent', 'Collaboration', 'Rational']",['Controlling'],Yes,Yes,Yes,Fail,Engineering,12279
Gaven Eckford,2019-05-23,"{'SPSS': 1, 'PHP': 2, 'C++': 2}","['Listening', 'Passionate', 'Reliable']",['Overbearing'],Yes,Yes,Yes,Pass,Business,12280
Nicolea Gibbins,2019-05-23,"{'Python': 4, 'Ruby': 2, 'SPSS': 5, 'C++': 1}","['Versatile', 'Competitive', 'Problem Solving']","['Undisciplined', 'Sensitive']",Yes,Yes,Yes,Pass,Business,12281
Retha Dunnico,2019-05-01,"{'Python': 2, 'C#': 1, 'C++': 4}",['Perfectionism'],['Competitive'],Yes,Yes,No,Fail,Data,12282
Katharina Aleswell,2019-05-09,"{'Python': 9, 'C#': 7, 'Java': 2}","['Courteous', 'Consistent', 'Determined']",['Selfish'],Yes,Yes,Yes,Pass,Engineering,12283
Joshuah Pourveer,2019-05-14,"{'Python': 4, 'R': 1, 'JavaScript': 4}","['Independent', 'Passionate', 'Ambitious']",['Competitive'],Yes,Yes,Yes,Fail,Data,12284
Valentine Brosini,2019-05-07,"{'C#': 1, 'Java': 3, 'PHP': 1}",['Determined'],"['Immature', 'Passive']",Yes,Yes,Yes,Pass,Business,12285
Alfi Mccracken,2019-05-16,"{'Ruby': 1, 'R': 6, 'SPSS': 1}",['Perfectionism'],['Introverted'],Yes,Yes,Yes,Pass,Engineering,12286
Jolene Alyonov,2019-05-21,"{'Ruby': 7, 'SPSS': 4, 'C++': 1}","['Patient', 'Independent', 'Innovative']","['Undisciplined', 'Distracted', 'Competitive']",Yes,Yes,Yes,Pass,Business,12287
Celina Burder,2019-05-08,"{'Python': 2, 'Java': 4, 'JavaScript': 2}","['Determined', 'Listening']","['Indecisive', 'Chatty']",No,Yes,Yes,Fail,Business,12288
Adamo Osment,2019-05-15,{'JavaScript': 4},"['Creative', 'Reliable']","['Procrastination', 'Competitive', 'Anxious']",Yes,Yes,Yes,Pass,Data,12289
Nance Tothe,2019-05-01,"{'C#': 6, 'Java': 1, 'SPSS': 2}","['Ambitious', 'Reliable']","['Introverted', 'Controlling']",Yes,Yes,Yes,Pass,Data,12290
Adlai Gahagan,2019-05-29,"{'Python': 4, 'SPSS': 3}","['Consistent', 'Rational']","['Critical', 'Chatty']",Yes,Yes,Yes,Pass,Business,12291
Blayne Jenne,2019-05-29,"{'Python': 3, 'Java': 2, 'JavaScript': 2}","['Versatile', 'Organisation']",['Anxious'],Yes,Yes,Yes,Pass,Business,12292
Wren O'Curran,2019-05-21,{'Python': 1},"['Independent', 'Efficient']",['Procrastination'],Yes,Yes,Yes,Pass,Data,12293
Pansy Tranckle,2019-05-29,"{'Java': 5, 'SPSS': 4, 'C++': 3}",['Versatile'],"['Immature', 'Anxious', 'Impulsive']",No,Yes,Yes,Fail,Engineering,12294
Niven Ransbury,2019-05-22,"{'Java': 4, 'PHP': 2, 'C++': 4}","['Charisma', 'Empathy']","['Distracted', 'Controlling']",No,Yes,Yes,Fail,Business,12295
Jamima Thursby,2019-05-23,"{'Python': 3, 'Java': 4, 'SPSS': 5, 'C++': 3}",['Patient'],"['Competitive', 'Selfish', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,12296
Donica Andreas,2019-05-01,"{'C#': 3, 'JavaScript': 4}",['Innovative'],"['Anxious', 'Indifferent']",Yes,Yes,Yes,Pass,Data,12297
Lawton Redpath,2019-05-02,"{'SPSS': 4, 'PHP': 3, 'JavaScript': 5}","['Determined', 'Organisation']",['Perfectionist'],Yes,Yes,Yes,Pass,Data,12298
Theresina Breckell,2019-05-02,"{'SPSS': 6, 'JavaScript': 4}",['Rational'],"['Impulsive', 'Conventional', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,12299
Merrie Mathon,2019-05-08,"{'Python': 3, 'Java': 2, 'Ruby': 3, 'C++': 6}","['Courteous', 'Independent']",['Perfectionist'],Yes,Yes,Yes,Pass,Business,12300
Gawen Murricanes,2019-05-30,"{'Java': 4, 'Ruby': 3}","['Patient', 'Determined']",['Passive'],No,Yes,No,Fail,Data,12301
Alfi Janku,2019-05-15,"{'Java': 4, 'R': 2, 'JavaScript': 1}",['Innovative'],"['Procrastination', 'Anxious']",Yes,Yes,Yes,Pass,Data,12302
Yuma Henrion,2019-05-29,"{'Python': 1, 'Ruby': 1, 'R': 2, 'SPSS': 5, 'C++': 5}","['Altruism', 'Curious', 'Problem Solving']","['Passive', 'Indecisive']",Yes,Yes,No,Fail,Engineering,12303
Lise Ogilvie,2019-05-09,"{'Java': 3, 'Ruby': 5, 'R': 4, 'PHP': 2, 'JavaScript': 3}",['Composure'],"['Conventional', 'Impatient', 'Intolerant']",Yes,Yes,Yes,Pass,Business,12304
Rollins Dalgardno,2019-05-09,"{'C#': 4, 'PHP': 2}",['Determined'],"['Anxious', 'Perfectionist', 'Controlling']",Yes,Yes,Yes,Pass,Data,12305
Fifine Wreight,2019-05-07,"{'Python': 5, 'C#': 1, 'Ruby': 4, 'C++': 4}",['Perfectionism'],['Chatty'],Yes,Yes,Yes,Pass,Engineering,12306
Free Nicholes,2019-05-07,"{'Python': 2, 'C#': 1, 'SPSS': 3, 'JavaScript': 4}",['Critical Thinking'],"['Perfectionist', 'Distracted', 'Introverted']",Yes,Yes,Yes,Pass,Business,12307
Rice Plampin,2019-05-21,{'PHP': 2},['Consistent'],"['Distracted', 'Slow', 'Controlling']",Yes,Yes,Yes,Pass,Data,12308
Cassius Hollibone,2019-05-01,"{'Java': 4, 'R': 3, 'C++': 3, 'JavaScript': 1}","['Reliable', 'Ambitious', 'Competitive']",['Slow'],Yes,No,Yes,Fail,Engineering,12309
Harlene Brymner,2019-05-23,"{'Python': 2, 'Ruby': 3, 'PHP': 1, 'JavaScript': 6}","['Collaboration', 'Consistent', 'Problem Solving']","['Anxious', 'Passive', 'Slow']",Yes,Yes,Yes,Pass,Data,12310
Mata Farrell,2019-05-08,"{'Python': 5, 'C#': 3, 'Java': 4, 'Ruby': 3, 'R': 2}",['Organisation'],"['Undisciplined', 'Passive', 'Intolerant']",No,Yes,Yes,Fail,Data,12311
Maggy Clapison,2019-05-07,"{'Python': 3, 'C#': 2, 'Java': 5, 'R': 2, 'SPSS': 4, 'JavaScript': 2}",['Composure'],"['Immature', 'Passive']",Yes,Yes,Yes,Pass,Business,12312
Chauncey Janoschek,2019-05-21,"{'Python': 6, 'R': 2, 'PHP': 2}","['Passionate', 'Courteous', 'Efficient']","['Procrastination', 'Impatient']",Yes,Yes,No,Fail,Business,12313
Mellicent Desaur,2019-05-01,"{'Python': 2, 'C++': 4}",['Organisation'],['Slow'],Yes,Yes,Yes,Pass,Engineering,12314
Fay Beautyman,2019-05-29,"{'Ruby': 1, 'R': 4, 'SPSS': 5, 'JavaScript': 3}","['Perfectionism', 'Collaboration', 'Passionate']","['Immature', 'Indifferent', 'Introverted']",No,Yes,Yes,Fail,Data,12315
Linus Pietruszewicz,2019-05-16,"{'Python': 4, 'Java': 1, 'R': 4, 'SPSS': 5, 'PHP': 4, 'C++': 3}","['Determined', 'Listening', 'Independent']",['Sensitive'],Yes,Yes,Yes,Pass,Data,12316
Lem Burbidge,2019-05-02,"{'C#': 4, 'Java': 5}","['Patient', 'Creative', 'Consistent']","['Conventional', 'Slow', 'Introverted']",Yes,Yes,Yes,Pass,Data,12317
Kamila Silversmidt,2019-05-01,"{'Python': 4, 'Java': 1, 'Ruby': 2, 'SPSS': 4, 'C++': 4, 'JavaScript': 3}",['Passionate'],"['Procrastination', 'Immature', 'Distracted']",Yes,No,Yes,Fail,Data,12318
Tobie Culcheth,2019-05-14,"{'Ruby': 1, 'PHP': 1, 'JavaScript': 1}","['Courteous', 'Problem Solving']","['Impulsive', 'Competitive', 'Passive']",Yes,Yes,Yes,Pass,Engineering,12319
Vite Comino,2019-05-21,"{'R': 3, 'C++': 2}","['Patient', 'Consistent', 'Independent']",['Impatient'],Yes,Yes,Yes,Pass,Engineering,12320
Dory Cooksey,2019-05-07,"{'Python': 1, 'C++': 3}","['Creative', 'Innovative']",['Distracted'],Yes,Yes,Yes,Pass,Engineering,12321
Megan Hallihan,,"{'Python': 2, 'Java': 3, 'Ruby': 4, 'PHP': 1, 'JavaScript': 4}","['Organisation', 'Reliable', 'Empathy']","['Impulsive', 'Procrastination', 'Controlling']",Yes,Yes,Yes,Pass,Business,12322
Leandra Futty,2019-05-09,"{'SPSS': 1, 'PHP': 3, 'C++': 1, 'JavaScript': 2}","['Ambitious', 'Rational']","['Introverted', 'Impatient', 'Stubborn']",No,Yes,Yes,Fail,Engineering,12323
Bernadine Sinkin,2019-05-01,"{'Python': 5, 'Ruby': 2, 'SPSS': 4, 'PHP': 2, 'C++': 4}",['Versatile'],['Intolerant'],Yes,Yes,Yes,Pass,Data,12324
William Dryden,2019-05-01,"{'Java': 2, 'R': 1}",['Reliable'],"['Slow', 'Procrastination', 'Controlling']",Yes,Yes,Yes,Pass,Business,12325
Sosanna Rawlings,2019-05-29,"{'Java': 1, 'SPSS': 1, 'PHP': 1}","['Courteous', 'Empathy']","['Sensitive', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,12326
Charissa Briiginshaw,2019-05-30,"{'Python': 4, 'C#': 2, 'Ruby': 1, 'C++': 3}","['Altruism', 'Charisma', 'Versatile']",['Chatty'],Yes,Yes,Yes,Pass,Data,12327
Gilburt Chamney,2019-05-02,"{'Java': 2, 'Ruby': 4, 'C++': 3}",['Problem Solving'],['Overbearing'],Yes,Yes,No,Fail,Engineering,12328
Matthias Burns,2019-05-01,"{'Python': 3, 'Java': 3, 'Ruby': 2}",['Problem Solving'],"['Slow', 'Overbearing']",Yes,Yes,Yes,Pass,Business,12329
Angie Pockey,2019-05-21,"{'Python': 1, 'C#': 5, 'C++': 3}","['Consistent', 'Rational']","['Selfish', 'Chatty']",No,Yes,Yes,Fail,Business,12330
Maxwell Wyer,2019-05-01,"{'Ruby': 1, 'JavaScript': 5}",['Independent'],"['Perfectionist', 'Chaotic', 'Controlling']",Yes,Yes,Yes,Pass,Data,12331
Buddy Kettle,2019-05-23,"{'Python': 4, 'Ruby': 5, 'R': 2, 'C++': 4}",['Patient'],"['Slow', 'Chaotic', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering,12332
Freedman Bidder,2019-05-22,"{'Ruby': 3, 'SPSS': 4, 'PHP': 3}",['Organisation'],['Conventional'],Yes,Yes,No,Fail,Data,12333
Francisco Tebboth,2019-05-07,,['Courteous'],"['Competitive', 'Chaotic', 'Immature']",Yes,Yes,Yes,Pass,Engineering,12334
Philippa Mccalister,2019-05-16,"{'Python': 3, 'C#': 1, 'R': 2, 'SPSS': 3, 'PHP': 3}",['Listening'],['Controlling'],Yes,Yes,Yes,Pass,Engineering,12335
Padraic Labat,2019-05-14,"{'Java': 2, 'Ruby': 4, 'SPSS': 3, 'PHP': 3}",['Ambitious'],"['Conventional', 'Passive']",Yes,Yes,Yes,Pass,Data,12336
Evey Reisk,2019-05-23,"{'C#': 6, 'Java': 3, 'R': 2, 'C++': 2}","['Empathy', 'Organisation']","['Slow', 'Impatient', 'Chaotic']",Yes,No,Yes,Fail,Engineering,12337
Garret Pleasaunce,2019-05-15,"{'Python': 3, 'Java': 2, 'Ruby': 2}",['Perfectionism'],"['Impatient', 'Immature', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering,12338
Emogene Grouvel,2019-05-14,"{'Ruby': 4, 'PHP': 2, 'JavaScript': 2}","['Charisma', 'Efficient', 'Patient']",['Sensitive'],Yes,Yes,No,Fail,Business,12339
Sydel Tilne,2019-05-29,{'Python': 4},['Courteous'],"['Perfectionist', 'Immature']",Yes,Yes,Yes,Pass,Engineering,12340
Gussi Pattrick,2019-05-09,"{'Python': 1, 'C#': 3, 'PHP': 3}","['Reliable', 'Determined']","['Distracted', 'Chatty']",Yes,Yes,Yes,Pass,Engineering,12341
Danella Winkett,2019-05-21,"{'Ruby': 1, 'JavaScript': 6}","['Patient', 'Organisation']","['Introverted', 'Distracted', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,12342
Danica Isbell,2019-05-14,"{'C++': 3, 'JavaScript': 3}",['Critical Thinking'],['Indifferent'],Yes,Yes,Yes,Pass,Data,12343
Artur Domaschke,2019-05-23,"{'Python': 1, 'C#': 4, 'SPSS': 3, 'PHP': 3}",['Listening'],['Intolerant'],Yes,Yes,Yes,Pass,Engineering,12344
